,Comentario
311,"2Peanuts_dxFeb 2, 2024Let's start with the good (there isn't a lot): this game doesn't have any bugs and is pretty polished over all. It's also free so I can't complain too much. Anyway, now here's the bad: the worst part is that this game is not scary. There is basically no scary atmosphere and only one monster, the design of which isn't terrifying at all btw. Theres about 4 or 5 chase sequemces, which are also not scary, but more so annoying. You basically do loops around the monster and continue. The final confrontation is so disorienting that I almost quit right there. The story is fine, it handles some important topics, but there is a twist at the beginning which anyone can see coming from a mile away, and character development that could have happened in the first 10 minutes of the game doesn't happen until the last few minutes for no reason. The way the story is told is also so annoying. It stops you in your tracks every few minutes in an unorganic way most of the time to show you a cutscene and move the plot along. In total there was probably one segment I really enjoyed, because it shows what it wants to say in an organic and original way without relying on cutscenes. I also did not like the protagonist all too much. This is definitaly not a silent hill game. I'd ve com9laining way more, but again, I can't really argue with the price of free too much.Read More"
312,"0borsh1kFeb 2, 2024This is not Silent Hill, this is a pathetic imitation from people who do not understand what a game is. Bring back Team Silent, bring back the legendary creators who know how to pull the strings of the soul of every player, who has at least once understood the essence of Silent Hill."
313,"9KwAll95Feb 2, 2024A great short game for Slient Hill saga, bring real topics with carefoul and with sense, and the little history is just but correct, graphics, gameplay and sound are really great, waiting more for future games with Konami."
314,"10AtomosFabianFeb 2, 2024SILENT HILL: The Short Message. Masahiro Ito's art continues to impress with the creation of this new Cherry Blossom monster and Akira Yamaoka's OST is perfect. 
It is a great visual and sound experience and a modern and very strong narrative about suicide that I really liked this new approach as a Silent Hill: The Short Message and I loved the story and It's the best possible return this franchise could ask for, and I'm sure this will be fondly remembered.
It is also an experience that the development team has given us for freeRead More"
315,"7Edskeletor94Feb 2, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
316,"2Skeletor94Feb 2, 2024Another generic horror game with the name silent hill that has nothing silent hill in it"
317,"7J_DubsFeb 2, 2024I will give this a 7 but in reality it's a 9/10 for the story, and 9/10 for sound design a 8/10 for its graphics. A 7/10 for its performance. A 2/10 for its gameplay. Its an absolute chore to play since its a walking simulator that has you finding objects to continue along its narrative path, that thankfully has a hauntingly beautiful message. Art work is involved in this story that for how beautiful it is, carries an absolute stark contrasting dark message behind the meaning of the art work. A story of jealousy, self doubt, regret, neglect, rage, and suicide touches up on a lot of potential triggers for people, its not a pretty narrative ride but a very meaningful one. I'm glad this experience is free, the gameplay is non existent but it was so worth it to see supernatural elements and what story was unfolding.Read More"
318,"8emmzFeb 2, 2024Definitely worth a play through despite being mildly frustrating at times!!"
319,"10BetogrindFeb 2, 2024Se que muchos caen en que puede ser un Layers of fear, pero ambientalmente y en su banda sonora, sé que silent hill está allí, para ser un juego gratuito me parece perfecto, su ambientación es muy buena y excelente diseño del enemigo que nos persigue, no es frutrante como mencionan algunos medios, es una buena introduccion a lo que se puede venir a futuro.Read More"
320,"8filip92Feb 2, 2024This game probably deserves a 7, but i want for this game to be a good fresh and new start for Konami. I wish that they continue in this direction. It reminds me of PT,  the music has that old school Silent Hill vibe, the fog looks very good, from what i was from the apartments balcony. I would be so happy is this is what SH will be in the series. Only con in this game are the chase sequences. They can be confusing, boring and repetitive. Everything else is good, i had much lower expectations from Konami. You have my support for these kind of games.Read More"
321,"10El6pesetasFeb 2, 2024Es muy bueno, lo recomiendo porque es bueno y me gusta mucho y la historia es de 10."
322,"3OrbsteinFeb 2, 2024A walking simulator with an important message and good art/graphics and that is all it has to offer"
323,"7VideoyugadorFeb 2, 2024Great experience. The Short Message understand that IS The silent Hill universe"
324,"9JuvipicaFeb 2, 2024The future of SH looks exciting! Amazing music, amazing setting, the monster design is awesome, and the other world is creepy as hell specially on the last chapter. The story was kinda meh at the beginning but it keeps improving and it goes to some really DARK places. It was a solid short (and free) experience :)"
325,"9EdgarzeropoeFeb 2, 2024Muy buen juego se siente como un Silent hill Akira yamaoka buena música como siempre y bien diseño de masahiro ito"
326,"9TheLastSpartanFeb 2, 2024After ascension, the outlook for this ""resurrection"" did not look good, but this game (or minigame) is a clear hit on the table.

Along with **** Memories, it is the only game that has understood the essence of what a silent hill is, and the most surprising thing is that it is capable of doing so in a tiny setting. It has been read somewhere that it is boring and not scary, I'm sorry but the story grabs you and its ""sakura head"" doesn't scare you, nor will any other creature from any previous game.

Tributes to classic games, a good soundtrack and a very powerful message and reflection (whether you like the game or not, the message is devastating) make this experience an essential part of the **** it's also free.

The best: a true silent hill.

The worst thing: if it doesn't get a 10 from me, it's because of the dubbing of the cinematics.Read More"
327,"9XapolloXFeb 2, 2024For a free Download and a shadow drop of an experience Silent HillThe Short Message gives a pleasant PT (ps4 silent hill demo) feel. What starts as a midterm with a bright environment and innocent look for presumable friend, slowly turns into a deeper story that gets darker and darker. The chase scenes are enough to get your heart beating. A clear message to the modern toxicities in life such as social media and bringing awareness to Suicide and mental health that has suffered greatly more due to Covid. I also like how it shows the grey situations of everyone involved and the whys. The story has captivating points and I enjoyed the ending. Would love to see more fun and scary variations releases as this. 

Honestly surprised by such low scores for a game that was absolutely free and having the strong message and suspenseful gameplay it has. There are cool twists too. I’d say check it out for sureRead More"
328,"8JearoonDragonFeb 2, 2024Well worth a look if you want some story-driven psychological horror for free. It certainly contains some heavy themes, so do approach with care."
329,"5GeraltRUSFeb 2, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
330,"93haVen3Feb 2, 2024A short, free, and rather terrifying experience with a lot of heart, Silent Hill: The Short Message is beautiful and bold step forward for a franchise that almost faded away into mediocrity."
331,"9AmroXIFeb 2, 2024Its good intro for first timer, its gave you creepy spin chill, sound ,and graphics, and the atmosphere that whats i am looking for in Horror game . Must try this game"
332,"7GoFasters27Feb 2, 2024While gameplay is minimal, Silent Hill: The Short Message’s attempt to take on a current and disturbing issue in today’s young adult population worldwide is one which delivers in many ways with only minor mis-steps.

Older gamers may check out of the story on this one early, as it feels targeted toward a younger audience. That said, if you can get past the simplicity and younger focus of the storyline, there is a good “lost in the maze” effect. This effect applies to both of the two starkly different environments and gameplay sections. In one, you are lost in the maze of your thoughts, trying to decipher your reality. In the other, you’re lost in the maze of your despair, trying to escape your demons. This leads to intrigue and frustration in both sections as you try to understand more about the main character and her internal struggles.

The Konami hate is strong in today’s gaming world, justifiably. That said, critics claiming the game’s story and gameplay are lacking are missing two key points. 1.) This is not a who-done-it or what-really-happened story. The answer to those questions becomes clear early. Instead it is a journey through personal trauma and a commentary on the chain of abuse often found carving trauma through generation after generation. I am happy for those critics who missed this, as it likely means they had relatively traumaless lives. 2.) It is a narrative based journey. A completely free narrative based journey. This means the lack of intriguing “buttonology” (yes, I made that up) associated with its gameplay is more than acceptable. Yes, the game lacks depth in variation as you go from what is basically a walk and discover scenario to a run and survive scenario repeatedly over the course of the three chapters, but it’s a 2-2.5 hour game designed to tell a story through narrative and atmosphere. Silent Hill has never had the most engaging, varied, or intriguing gameplay. Anyone who says otherwise is wearing nostalgia glasses. Let’s stop dumping on any new Silent Hill stuff simply because it’s the hip, cool, and expected thing to do these days. 

The only real complaint I had with the game was its lack of graphical consistency. It looks amazing in parts, with a real next gen feel. In some moments, though, it feels like something I’ve seen out of a late-generation PS3 game. Overall, a solid 7/10, which still doesn’t give me faith in Konami’s ability to properly handle the Silent Hill IP moving forward. But, hey, it’s a start.Read More"
333,"9OdinX1985Feb 2, 2024Silent Hill The Short Message is a free to play game that youcan finish in a hour or two time. The game isn't what you think in terms of other games. It's a short film like with mixed of gameplay corridor areas. The game does well for what I mean by this is generally the game is extremely short with little interaction and maybe 1 or 2 puzzles to solve. Chase sequence is very frustrating..there is no combat just run away from something and hopefully you don't get caught if you do you must start all over again like a roguelike type to learn from your mistakes. 

The game hits hard on mental health issues, bullying, and self-harm and seeing alot of negative reviews didn't quite get the message here. It's a powerful message and glad to see more games like this. On a technical side the performance is pretty shoddy..stuttering and framework needs a patch but why bother the game is only 1 hour to 1 hour 45 mins long at that. My score for Silent Hill The Short Message is a 9.Read More"
334,"10Azagoth99Feb 2, 2024Great gameplay awesome sound track true addition to the silent hill franchise. Regardless of what the so called integrity less game journalist say."
335,"0TheButcher48Feb 2, 2024**** game, **** Sony for bringing games like this.. These types of games are native to Xbox, not Sony.
Where did the quality team go to check the game before it was released?"
336,"3Necro306Feb 2, 2024An absolute mess, and very disappointing. The game plays in the same manner as PT, with a lot of time spent backtracking through dark corridors but the similarities end there. The script and voice acting are atrocious, characters have no redeeming qualities, the message is ham fisted and impossible to care about. On a mechanical level the design is poor. Other than the graphics I cannot find anything to praise. You will likely hate this, and you will not find a single scare here other than the realisation that you wasted 3 hours of your life.Read More"
337,"10AmirAJFeb 2, 2024This is a good game for a free game like this, interesting story and great visuals made this game enjoyable for me. It was a 8/10 game for me but it surely don't deserve this negative reviews i just highly recommend you play it"
338,"9Axebrossia92Feb 2, 2024it gives me a lot of laughter and at the same time a lot of pity as the worst enemy of silent hill is not only konami but the fans themselves who never grew up and want the new games to be like when they were 5 years old more than 20 years ago... without a doubt we fans are toxic and zero constructive critics. Short Message is different, yes, like silent hill the room among others where the psychological terror is explored outside the village, there is a user out there that gives me a lot of laughter ""zombie 66"" that alludes that the game is bad for exploring issues of mental illness, at least the tetralogy explores this and it is VERY OBVIOUS, just for that I give it 9, to support future titles better. A free game that's what it's worth, people expect a free sh AAA and when they want.Read More"
339,"1Pedrolas777Feb 2, 2024É um jogo decepcionante. Por se tratar de um jogo que marcaria o ""renascimento""da franquia Silent Hill, esperava que ele seria muito mais ambicioso. Aparenta que miraram no P.T. de Kojima e acertaram em um jogo de terror genérico, que é monótono e maçante, onde boa parte do tempo vc está apenas movendo sua personagem pra frente dentro de um enredo meia boca. Um dos únicos pontos positivos é o monstro perseguidor (apenas monstro, as perseguições são chatas extremamente previsíveis e ""scripitadas""), pois ele tem um visual amedrontador e imponenteRead More"
340,"10OthoGxFeb 2, 2024Juegazo, porfin silent hill regresa a lo psicológico, a las bases de sus éxito sin ser perfecto, buenos gráficos, le falta a la jugabilidad, pero tiene una historia muy buena y actual un 10 por este regreso a sus bases sin serperfecto"
341,"3ZombiEater333Feb 2, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
342,"1BalaamFeb 2, 2024Konami took the elegant way PT conveyed information to the player and Forspoken’d it. You can’t take two steps without this stupid girl spouting a poorly written, poorly acted line of dialogue blatantly conveying what she—and by extension the player—is/should be feeling. It is exposition at its very worse and Konami has driven any poential into the ground.

Also, no motion blur slider? No camera sensitivity slider? The motion blur is particularly egregious, it’s making me nauseous.Read More"
343,"10Alihadjiev2006Feb 2, 2024J’ai beaucoup aimer le jeux, même si l’histoire est prévisible c’étaitquand même très intéressant, les graphismes étaient très bien et jolie, le jeux est court et le gameplay et facile pu tu dois juste marcher et appuyer sur des boutons, mais le jeux est gratuit donc déjà ça c’est cool, donc en finale, un jeux totalement gratuit avec une histoire intéressante, avec des beaux graphismes hélas court et avec un gameplay facile, mais quand même, je vous le recommande.Read More"
344,"7Nevbear1206Feb 1, 2024For what it is, this is a solid entry in the series, especially considering the quality of the last few Silent Hill titles. Focusing on the negative first, the chase sequences are occasionally frustrating and often unclear, tending to be trial-and-error with no clear end. The protagonist also ends up being the least interesting and most annoying character with incredibly whiny dialogue. On the bright side, the atmosphere is phenomenal with greatly detailed environments and music that perfectly fits the environment. The gameplay is simple and borrows slightly from the infinitely better P.T. but still manages to be enjoyable and enticingly pulls you farther into the narrative. As far as the story goes, the developers deliver a self-aware tale of suicide and social media that fits well into the world of Silent Hill. A solid horror title and a great time when you recall that it cost you nothing.Read More"
345,"0JustCallMeHomerFeb 1, 2024Silent Hill: The Short Message tells the story of a young girl named Anita, and her struggles that she (and many other teenagers) often go through in the modern day due to social media, bullying, abuse, social status, and becoming someone your not just to fit in. It has a lot to do with anxiety, depression, and the unfortunate self harm that can happen when people don't get the help they need. The game doesn't take any time to get into its scares. From the moment I hit new game, I felt a sense of uneasiness, from start to finish. It's a fun game that tells a very deep story, and will make you dread opening every door. This game reminded me exactly why I fell in love with the Silent Hill franchise to begin with, and it was under two hours long. The game also had some easter eggs and call backs to the older games. My only complaint was the cutscenes were poorly dubbed. This is a must play for any psychological horror fan. The game absolutely blew me away in it's very short runtime. A very hopeful future for the Silent Hill franchise going forward ""8/10""Read More"
346,"10LogosRidingFeb 1, 2024An excellent interpretation of the SH1 in a modern way. those who say that this is not SH, are you sure you played the old games?XD The first SH is literally on the same themes. Bad parents and bullying at school."
347,"10SolkifaerFeb 1, 2024Surprisingly, it didn't turn out too bad. A completely decent adventure game with a good atmosphere, very high-quality decorations, and some kind of plot touching on topics that are rather unpopular in mainstream games. It’s especially unusual to see something like this exclusive to a “friendly” Sony console. Yes, they don’t look a gift horse in the mouth, but even taking into account that the project was free, it turned out to be a surprisingly good sketch for 2-3 hours.Read More"
348,"9RolokostFoxFeb 1, 2024На удивление получилось очень даже не плохо. Вполне годная бродилка с хорошей атмосферой, очень качественными декорациями, очень хорошим звуковым сопровождением, каким-никаким сюжетом, затрагивающим довольно не популярные в массовых играх темы. Особенно необычно видеть такое эксклюзивом ""дружелюбной"" консоли сони.

История чуть более комплексная чем может показаться по началу. Советую искать все записки и складывать всё в небольшой пазл. Приятно что авторы не свели всё в банальное ""социальные сети убивают подростков"". Даже один ""вотэтоповорот"" имеется.

Да, дареному коню в зубы не смотрят, но даже с учетом бесплатности проэкта, получилось на удивление неплохая зарисовочка на 2-3 часа. Определённо стоит внимания если вы соскучились по вселенной. Это куда более качественный проэкт чем прошлогодний Silent Hill: AscensionXDRead More"
349,"10gfrankosFeb 1, 2024Un nuevo aire para la saga. Historia inmersiva que le da esa oportunidad a los no amanes de los juegos en primera persona sin necesidad de violencia graruita y terrar sacado debajo del brazo.Esto es silent hill ninguna necesidad de terror gratuito."
350,"7Kea07Feb 1, 2024At first I was not feeling this story at all, the subject matter seemed too heavy handed and the modern social media setting got me eyerolling when I had first heard of it, but as the game progressed I had become fairly invested in the dynamic of the three protagonists, with every new detail and revelation keeping me playing. The story provides a plot twist that can be predicted by the halfway mark, though the red herrings were not completely ruled out, leaving some room for your imagination to come to a different conclusion. One lore book refers to something along the lines of the ""Silent Hill Effect"" which is an obvious ploy to tie this into the various sequels and Remakes Konami has planned. The weakest part of this game is the ""game"" portion unfortunately. You get ONE puzzle involving looking at some numbers on a wall and typing those exact numbers into a lock and three linear chases followed by a final ""Slenderman"" style chase where you have to find photos scattered across the entire game map. This final chase can get quite annoying, as many rooms look similar or are completely dark, and the antagonist can frequently teleport ahead of you, forcing you to reroute and confusing you further. The voice acting was generally acceptable, only notable exception was the ""Abusive Mother"" who comes off as a bit comical. Lip syncing on the live-action segments wasn't perfect, though you could argue that adds to the Silent Hill charm. If you are expecting a game to rival the horror of PT, or the gameplay of RE7 you will be sorely disappointed.

 I think everyone should at least give SH:tSM a try, but you have to be someone who loves getting invested into a story and stops to read every scrap of newspaper thrown their way to truly enjoy it to it's fullest.Read More"
351,"2sethdean0Feb 1, 2024Wow. Now thats a bad game. My hope for the Silent Hill franchise is even lower than it was before. Bad writing, bad gameplay, and lazy real-time to cutscene transitioning. No scary immersion at all."
352,"8srosebraceFeb 1, 2024Silent hill: the short message is a good direction for the silent hill after a long hiatus after PT and **** machine, while short it’s a good experience for new comers to the SH franchise to get them hooked to play more of the older games (that sadly are hard to play due to value in the after market) the only major complaint would be the final chase being frustrating with frame dips and the pacing for some parts in the chaptersRead More"
353,"5HashtagJugandoFeb 1, 2024Lo bueno, que es gratuito.
El juego se me hizo largo. En ningún momento pude empatizar con la protagonistas, no encuentro la conexión con silent hill más allá de un comentario de un documento.
Técnicamente nada destacable y jugablemente es un walking con limitaciones"
354,"8Textoraxel37Feb 1, 2024A new start for Silent Hill. Finally a good game for the franchise. Anew vision of the universe but being loyal to its DNA."
355,"10Galaz9103Feb 1, 2024This Game was amazing, The only negative thing I can Think about are the chases the first 2 were amazing"
356,"3yoman696Feb 1, 2024The game was basically a walking simulator with random running sections, the environment looked nice, cutscenes were good, but the model animations needed work. The last chase was downright bad, trial and error hide and seek is not fun."
357,"10Mister_JayFeb 1, 2024Silent Hill: The short message is a dignified return of the series.

This is a short, slow-paced adventure into the psychic of a young adult who has suffered their entire life with bullying and abuse. It has a great build-up, the conflicts presented are very well written, and the climax is very satisfying. The graphics are eloquent, but the performance is not great. This is a very well-cooked appetizer.

Also, I'd like to add that many people want this and the SH 2 remake to fail. And for that, they have populated boards with negative reviews not because the game is bad, weak, or dull, but because they are petty and wanted this and the remake to be similar to their ideals of what a Silent Hill game is.
(Spoilers ahead)
The short message starts as a walking simulator that quickly turns into a deep, emotional, and gut-punching experience.
The nature of the story may seem deeply rooted in the modern-day Gen-Z problems, but when you take the time to play this to the end and pay attention, you realize that it tackles much more than jealousy and social media craze. It is not a perfect experience out of the box, but it captures the essence of many well-established Silent Hill tropes. Masahiro Ito, Motoi Okamoto, Akira Yamaoka, and everyone else who worked on this should be very proud.
Anita's character seems like a regular crybaby, very similar to most of the people complaining about this game and the SH 2 remake, but when we take the time to understand where this behavior is coming from, we realize that she is a very complicated and emotionally underdeveloped individual. And an outcast to top it off.
Furthermore, bringing concepts such as bullying, suicide, and abuse to any media takes a lot of balls and can go very wrong. But here it was done in a very wise manner. It shows how a person tormented by these issues can turn out, but it also transmits a very needed message at the end: You are not alone; you are not what other people think of you, you are not weak for longing companionship, you are worthy of life.Read More"
