,Comentario
286,"5nqa5qweJan 21, 2024Meh in most ways. As a massive fan of metroidvanias and the Prince of Persia series I was hopeful for this. Having been burned too many times by reviews that dont talk about serious bugs or other major issues with the game I waited until actual user reviews came in, it was being reviewed positively so I bought it.

The story has no draw for me and the characters are flat, some are even voiced by a text to speech program which is unacceptable when paying full price for a game from a AAA studio.

The combat is ultimately just annoying as enemies are spongy and hit hard so will often kill you when you arent even trying to engage and actually just play the game, the reward for killing them is tiny so its not worth it. Exploration often seems to have no reward, you complete a combat encounter or challenging platforming section to be rewarded with a +10 to your currency which you already have thousands of. There are large areas that have nothing to do in them except run through.

The platforming has come cool ideas and builds on them however its lazy to make puzzles that require 3 recordings of yourself to complete in different stages rather than actually being complex, these sections also get dull very quickly when you make a mistake and have to wait for the timer to elapse.

With better games like Hollow Knight or Ori I was excited to play them, with this I force myself to come back each time in the hopes that I ""get it"" this time or I get some meaningful new ability that helps me enjoy it.

Overall not a terrible game but without a doubt nowhere near a 10 which everyone seems to be giving it, I wouldnt even say the much much better metroidvanias on offer were perfect and this is a far cry from them.Read More"
287,"8AvvytheoneJan 21, 2024Hollow Knight got some serious competition. I am glad that Ubisoft is trying something new. Game is smooth and combat is fabulous. THe main story is around 12-15 hrs but 100% requires 20+ hrs. Waiting for the DLC if it comes"
288,"10Sickman505Jan 21, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
289,"10MebbstarJan 21, 2024Thank you Ubisoft for a 10/10 game and for depicting the Persian culture and history in a correct way. Amazing that you also added voice actors in persian/farsi."
290,"10MiladimirJan 21, 2024It is the best and beautiful ways to bring life to on of the most nostalgic and oldest franchises ever."
291,"10CalibrationsJan 21, 2024Thank you Ubisoft for paying attention to the Persian language and culture in the making of this game. Looking forward to more of this franchise and more games localized to persian."
292,"10GarshaspJan 21, 2024An instant classic that gets what makes the Metroidvania genre so good

Thanks"
293,"9Akc018Jan 21, 2024This game goes far beyond my expectation and is one of the best metroidvania games. It probably cannot beat Hollow Knight because of HK's art style, but otherwise it's a great game, full of fun, challenging yet avoid being punishing at all. Also apart from being a metroidvania game, it's also a PoP game, showing elements that resembles Jordan Mechnar PoPs, which I was a fun for. PoP+metroidvania is such a good combination.

A few things I don't like as much: requires Ubisoft connect, various bugs at launch (I'm stuck by a single bug that blocks out 3 trophies), art style may be a slight bit too flashy for my taste.

The game has a very large map, but is very accessible. Unlike HK, it doesn't punish the player: tons of save points and teleport, the map updates in real time (and without the need of amulet), death penalty is as low as you can get, different difficulty levels, retry boss battles directly without respawn at save point. It makes me so happy!

Battle is fun yet challenging, there're various combos similar to action games, boss fight is challenging and fast paced, which also shows some influence of fighting game. On normal difficulty, boss fights are not easy, but after a few iterations and the pattern becomes clearer, it's doable (with a lot of room for errors on lower difficulty) and it feels very satisfying.

The game is overall very polished although with some bugs. It perfectly built on the modern metroidvania games (e.g. HK) but has its unique style. I'd highly recommend it.Read More"
294,"10amirho3ein1989Jan 21, 2024The unique narration of the legends of ancient Iran 
and first class Persian dubbing 
thank you Ubisoft for this great game"
295,"10MinStar0XJan 21, 2024Greetings to Ubisoft!

Thank you very much for the Persian dubbing of Prince of Persia . This is a great move for Parsi language users.

I hope you continue this path and we will see more works from Pars in the next titles."
296,"10Amirho3ei138Jan 21, 2024Ubisoft, Thanks for your Attention to persian culture And Perian dubbed this game."
297,"10Mh3nXJan 21, 2024Its a masterpiece, add Persian subtitle in every game سریعاً و فورا ، کصشر هم تعطیل کنید کیرم به حامد"
298,"10amirhoeesinJan 21, 2024Ubisoft, Thanks for your Attention to persian culture And Perian dubbed this game."
299,"10VawndixJan 21, 2024This game was phenomenal
The story is one of the best parts of it
Also the gameplay is another level
It's so hard and tricky that makes it so enjoyable and you won't get board at all
Totally worth every penny
Thanks Ubisoft after a while now you have my attention again"
300,"10Sinasijix2Jan 21, 2024persian sub is awesome.I hope Ubisoft supports this language in other games"
301,"10MkjnhbgvfJan 21, 2024Thank you Ubisoft IT couldnt Get Any Better i love IT and i hope we see more game with persian language"
302,"10Amir_hpJan 21, 2024Ubisoft, Thanks for your Attention to persian culture And Perian dubbed this game."
303,"10FamtooJan 21, 2024This is the best Ubisoft game in the last 5 years.  The gameplay is very enjoyable and the art of the game is very cool, the mountain of Qaf and Iranian mythology are really magnificent.  Be sure to play the game with Persian dubbing, which is very well done and a beautiful language.  I hope that AAA and third person version of this title will be made.Read More"
304,"10HeyitsmeGokuJan 20, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
305,"10Arminrhn77Jan 20, 2024This is sexy. Bro i mean this game is sth else  it touched my soul. Don't think just play it 
.."
306,"10rvinpersiaJan 20, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
307,"10Aajn70Jan 20, 2024The gameplay, the setting and the music are excellent. I deeply appreciate the developers adding persian voice overs, subtitles and menu."
308,"10MJTorshiziJan 20, 2024Great Persian dub & sub. Great Game. Great Work. Best of it's kind. I love this game."
309,"10Masterofhell77Jan 20, 2024Very good and entertaining game. I love to play it everyday and i hope there will be more games like this in future."
310,"10Mammad604kJan 20, 2024It's a great game and it uses Persian mythology as well. Also special thanks to Ubisoft for official persian dubbing & subtitle. Hope to see next AC & Far Cry  games and etc. with at least persian subtitle️🥲 much love from Iranian gamers."
311,"10MmadaraaJan 20, 2024I really enjoyed this game and I thank the developers of the game for the Farsi dubbing"
312,"10Asghar007Jan 20, 2024It is a very good game in terms of story and gameplay, and it is a very attractive game in all respects and can entertain you for hours. Thank you for making this interesting game."
313,"10GHOST-ERFANJan 20, 2024Oh wow this is really amazing game after long time 
I miss prince of Persia"
314,"10SolibzJan 20, 2024This game is the best in its genre and is considered a great development for the Persian speaking community.  Hoping for more games to be released with Persian subtitles"
315,"10BORI138Jan 20, 2024I liked this game very much. The series of Prince of Persia games are really great. The positive point was having Persian language in the game, which made the game a masterpiece."
316,"10AlishrrrrJan 20, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
317,"10Habibfury_Jan 20, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
318,"10HesammkJan 20, 2024Excellent,(Thank you Ubisoft for Publishing 
persian dubbing and subtitles)"
319,"10NadenJan 20, 2024Thank you ubisoft for adding persian subtitle to the game. The game is so good"
320,"8ymnis_v1Jan 20, 2024The demo is great. I will be playing this when it comes to Playstation's gamepass soon"
321,"10porfesor7Jan 20, 2024Perfect game with a perfect persian language Thanks for ubisoft for this outstanding game."
322,"10Jprey5380Jan 20, 2024Very good game also the persian audio and subtitle is very nice . The gameplay is amazing"
323,"10Arash123Jan 20, 2024This game has amazing beautiful graphics and story and culture of Persian people"
324,"10UsabolfazlJan 20, 2024Perfect game with a perfect language Thanks for ubisoft for this beauty game and also thanks for supporting persian voice for this game."
325,"10AstroZJan 20, 2024Amazing game, absolutely loving every moment of it. The platforming is top notch and the segments which utilize playing around with the unlockable powers are brilliant. Combat is very smooth and dynamic and the boss fights are quite fun.

Hopefully the game is able to revive the Prince of Persia franchise, it's definitely an amazing new direction for the series that can easily coexist with Assassin's Creed.Read More"
326,"10Salman5010vJan 20, 2024I liked this game very much, it was a special experience. Thank you from Ubisoft to put the subtitle and dubbing Persian with this high quality"
327,"10MohammadetkJan 20, 2024Enchanting design, smooth gameplay, nostalgia faithful to history
And thanks for Ubisoft for supporting Persian language"
328,"10TahamhJan 20, 2024Thanks Ubisoft for persian voices and everything it was an amazing game everythingwas awesome"
329,"10ZomfreyJan 20, 2024This game is really amazing, I invite gamers to play this game, they will not regret it"
330,"10AlinasirJan 20, 2024This game is really wonderful.  It has excellent performance in every way.  Being able to implement Persian culture well in the game and the game is a combination of Persian history and legends."
331,"10Sinaaa1369Jan 20, 2024One of the best games EVER !!
I really wish that this series is REVIVED and one more game is released. Thanks Ubisoft for Great job."
332,"10SepehrJrJan 20, 2024It is very enjoyable and fun and has very strong puzzles and very attractive boss fights"
333,"10wehdisJan 20, 2024persian language, subtitle and persian voice actors are just great, i also like the how it feels like old and great persia."
334,"10QuirrelloJan 20, 2024Because of Gaming Yard

















































..."
335,"10RiviyJan 20, 2024Prince of persia games are always masterpieces, whether 2D or 3D I had a lot of fun with that game"
336,"10FeeykingJan 20, 2024Experience platforming perfection, with a solid mix of puzzle solving. Prince Of Persia (POP) The Lost Crown is hands down the best POP game since the Sands Of Time. The art style if fantastic! This is POP with a Souls/Metroidvania twist. I haven't had this much fun platforming since the good ole' 16bit days! This is a must have for any fan of the genre or any fan of the POP series! Ubisoft worked magic on this one!Read More"
337,"10KINGSINAJan 20, 2024One of the best Metroidvania games with an accurate understanding of Persian culture and civilization."
338,"9Alireza-sbJan 20, 2024I really dont understand why this game is getting reviewed bomb this game is definitely one of the best games from ubisoft in the past decade
Other recently released ips from ubisoft such as assassins creed, farcry and ghost recon are way worst in terms of been souless and buggy
And the persia (iran) lore and voice acting are greatRead More"
339,"10Karen11211Jan 20, 2024I liked this game very much, it was a special experience. Thank you from Ubisoft to put the subtitle and dubbing Persian with this high quality"
340,"10mehrshadnateghJan 20, 2024I dare to say that this was the best work of Ubisoft in last years.  It can entertain you for a long time and is worth buying. The game is not repetitive until the last moment and that is great. Thank you for the unique voice"
341,"10HafezPrimeJan 20, 2024As an Iranian, I really enjoyed playing it. It is a smooth, fun and professional game. I am still playing it but this much is enough to give it a 10!"
342,"10RADIN_76Jan 20, 2024Great story from legend of persia ( iran )
Fun and special game play.
 Ubisoft add persian subtitles and language for this  game this is very good for iranian gamers."
343,"10OnepunmaJan 20, 2024It's a good modern take with the perspective of it's very first game. Ubisoft Montpellier might be the only thing that ubisoft can offer and don't ****."
344,"10Shahriar01Jan 20, 2024the best metroidvania game i have ever played thaknyou ubisoft , they really did a good job in this game. special thanks for the persian dub and subtitle."
345,"9DaveM12DIMJan 20, 2024I have not played a ""metroidvania"" in probably 30 years, and I likely won't play another one, because I am not sure any will give as good experience as this. Great combat that might appear shallow to start (There is only one attack button) but that has a lot of depth as you go on, and is fiendishly difficult (with thankfully a LOT of difficulty options). Difficulty settings don't however affect the platforming, which while being fluid and beautifully animated, is unforgiving if you get things wrong, but incredibly rewarding when you (finally) pull off that 90 second parkour section. Graphically it looks amazing, 120fps looks great, If I have to knock a point of it would be a) it perhaps needs more fast travel points or not be as brutal on rewinding you after you die and b) the story is kinda meh, it's ok, but it's not a game people are going to praise the story for. Overall, an easy 9/10 and I am not a fan of the genre, as I say, the first game of this style I've played in 3 decades (I purchased it after playing the demo). It is amusing to read the 0/10 reviews on here from people WHO ONLY PLAYED THE DEMO :D (Oh, a side note, I am an English speaker but played with the Persian voice actors with English subs and thoroughly enjoyed it)Read More"
346,"5pi73rJan 20, 2024Lol this game getting review bombed from both sides. The game is well executed in terms of graphics, animations etc but it is soulless, casual, with boring boss fights and really nothing interesting to do. Dozens of better games in the genre are available for much lower price."
347,"10GameCriticUsJan 20, 2024people seriously give it a 0? or do they just do that to annoy ubsioft because if you've played the game you know it's good"
348,"10DUETPAINJan 20, 2024I have played the best games in the past three years, they are very interesting,I hope there will be more games like this in the future, and I will not hesitate to praise them"
349,"10JoGeRsJan 20, 2024Ubi did it right this time. Do no pass! Give it a try! An essential game with a good price! PoP is back baby!!"
350,"10TrixxarNJan 20, 2024Ubisoft Montpellier hit the spot with this one. Really enjoyed the buttery smooth gameplay, combat and adjustable difficulty settings. This was my first Metroidvania experience, but certainly not my last."
351,"10SpideyTheMightyJan 20, 2024Metroidvania at its finest! Great artstyle, good story and characters, excellent combat, difficulty which can be customized, a reasonable pricetag....what else do you want?!?!?"
352,"10kostasmaiden13Jan 20, 2024One of the top 10 metroidvanias out there easily, without a question. Up there with Ori, Hollow Knight and the rest of the bunch, probably even tops these games."
353,"10Mister04Jan 20, 2024Prince of Persia: The Lost Crown is not the game that fans of the series were waiting for, so it’s understandable why it was so hated when it was announced.  But despite all this, the game ended up being great.  This is the best Ubisoft game in the last 5 years.  Good level design, combat, platforming, interesting bosses.  If you love metroidvanias, then you should definitely play The Lost CrownRead More"
354,"10JustkeepgamingJan 20, 2024This is a very smooth, exciting and engaging game. Hard to put down. Well done Ubisoft for reviving a franchise like this."
355,"10WickKiddaJan 20, 2024One of the best metroidvanias I've ever played. The action is amazing. The combat and movement are 10/10. Controls and animations are smooth. Artwork and progression are great. I haven't experienced any bugs. The graphics are surprisingly good. There is a clear Fromsoft influence that looks and feels excellent. The music is also really good. This game sets a new standard for soulslike metroidvanias.Read More"
356,"10RedjulianJan 20, 2024This game is so smooth !!
In summary you mix metroivania with godofwar and darksoul  with an anime/manga style for animations and you get this game.
- Combats are soooo satisfying, you discover a ton of mecanics that you can combine. You feel like each player can have his own fighting style. And all those cinematics when you parry an ennemi or Land a super art its so cool !!
Also there is a training room which appears at some point in the game, like sekiro. You need this to learn some combos. But you don't need combos to finish the game if its not your thing.
- Plateforming is also veeery satisfying, that parkour feeling reminds the previous 3d prince of persia. But with different mecanics. It surprisingly works even better with this 2d style !
- Puzzles are also super cool, it force you to master every abilities you discover and mix it the right way.
- Storyline starts very classic, but the more you progress and the more it becomes complex. I don't want to spoil anything.
- The bosses are big and some brings really epic fights.
- The map is gigantic with plenty of very diverse biomes.
- You've got at least 20 hours of game time if you go straight, but I easily went over 30. And I think its a great candidate for speedrunners in the future.
- You can change the difficulty at anytime during your progression which is really cool, because the game can be very challenging. And also custom the difficulty, like health of the ennemies, damages, cooldown and jauges...
And it seems that there are accessibilty options to.
I usually dont review games, and I never thought i would say that but this game is a masterpiece.
I really hope that ubi will make a number 2, i'm addicted to this game, i'm so sad i just finished it.Read More"
357,"10Archa2Jan 20, 2024First month of the year, and I've already played the GOTY. I love the graphics and the feeling of the combat. I'm not a big fan of Ubisoft productions but I have to admit that this damn game is a banger! I want more!"
358,"10masterofwild132Jan 20, 2024It's really good game as platformer game don't listen to the haters it solid"
359,"0OnlyOneHereJan 19, 2024This game is a huge steaming pile of garbage. The greedy developers are charging $50 for a 2D shovelware mobile game. The graphics are a joke. The physics are beyond horrible. I expect much better quality for that outrageous price. The cutscenes are lazily designed. The animations are laughable. The story is terrible. The gameplay is boring and repetitive. When I pay $50, I expect a combat system with depth and detail. All the developers did in this game is put pretty lights during every move, to give players the illusion that the game is fun. None of that is fun for me. This game has many bugs and glitches. Are you freaking kidding? It's a 2D side scroller for goodness sake, how can a game like this be so buggy? It's embarrassing when indie developers can give me a more polished 2D side scroller. It just proves how lazy these developers are. The boss fights are awful. They're so boring and have too much health for a 2D game, it feels like an interactable loading screen. ● There is no multiplayer. So once you beat the story, there is literally not a reason to play this game again. Charging $50 for a game with no replay value is a cash grab. Why is there even a exploration mode? There is nothing to explore in a 2D linear game. Apparently this game's trailer was hated last year, but now the nerds think the game is good because the critics said so. These same people roast low budget games for being PS2 games. This is literally a low-budget PS2 game as well, where is the consistency? When will you toy-collecting millennials have opinions of your own? Do these stupid toys have built-in mind control technology or something? Jesus Christ, It seems like the more plastic toys these nerdy millennials have in their room, the more likely they're unable to think for themselves but I digress. What's the point of owning a PS5 if the majority of games from big studios are mobile games? I don't recommend this game at all.Read More"
360,"8d0m5k3Jan 19, 2024I was skeptical at first, but the demo convinced me. The game is really great. Even though I'm not a big fan of Metroidvania, I still enjoy it. However, one thing bothers me. I often accidentally trigger the Athra attack with L2 and Square. I just want to parry (L2) and attack (Square). That is really annoying and needs to be patched in my optinion. But summary the game does a lot of things right. It is fully localized with voices in my language (german) and runs smoothly at 120 FPS VRR. Don't let the haters fool you. The game is worth it. Nothing is perfect. But I cannot understand 0-rating without any legit reason. Not all 2D games are mobile games. Do you only allow Nintendo to make 2D comic platformers? That's just ridiculous. There is a demo for testing. I can recommend it. I haven't discovered any notable bugs yet. Ok, there is one at the Moon Gatherer. You cannot move anymore after the dialog. Workaround: You have to disconnect your controller and connect again. I hope this bug will be fixed soon. No reason for negative review. Normally I'm the critical one who doesn't give high ratings lightly. But honestly, reviews like those on Metacritic shouldn't matter. Professional reviews are often paid and user reviews are weak, uncontrollable and influenced. Mostly 0 or 10 spams and sometimes from the same person. Anyway, everyone should form their own opinion on this...Read More"
361,"10shankao13Jan 19, 2024I was really disappointed when it was announced, the demo got my attention and now I have to admit that this game is just very good. The game is beautiful, even if it's not up to the standard of the ps5, very generous and the gameplay is just amazing. Platform challenges are extremely satisfying, fighting gameplay is really reactive and satisfying as well. The story is good and the boss/music battles are just epic. I give it a 10, I didn't expect Ubisoft to make a game like this.Read More"
362,"10KrisMoeJan 19, 2024Have you ever played a game in which you find a bug every 5 minutes? If not, I present you the ""prince of Persia: the lost crown"""
363,"0RoskoMotaJan 19, 2024The combat is so repetitive I found myself hoping to reach the end. Very boring."
364,"10NicolasTroyJan 19, 2024I play games like this for the story. I was so disappointed by it oh my god. They really tried their best to fail."
365,"10ViniboomJan 19, 2024reformular Prince Of persia para um meteoidvania foi a melhor escolha da ubisoft"
366,"10FoyerJan 19, 2024What Ubisoft did with this franchise in the last 14 years is disrespectful and downright sad. That said, was worth waiting that much for a game like this? Absolutely yes. If you love the franchise, and by that I mean its origins and not only the Sands trilogy, and you also happen to love metroidvanias exploration, DMC stylish combat, Dark Souls bossfights design approach, then you are in the right place.

Story is interesting, it's told in a classic metroidvania style, where you get pieces of information the more you explore: the more you read and complete, the more the pieces of the puzzle come together. But cutscenes and dialogues do the heavy lifting, so if you just play in the story mode, you are sure to understand the basic plot of the game.

The exploration is rewarding and, most importantly, smooth. You are given the tools to fully explore the world the more you proceed in the game, but the beginning doesn't feel like a slow process like it usually do in these games. Areas are filled with traps for you to avoid, treasure to loot, enemies to kill and puzzles to solve. The world is truly massive and colorful, you explore a ton of different places, from the ruins of an old city, to its most putrid sewers, from a palace whose light is long gone, to a sea in storm.

Combat is truly a masterpiece. You can slash, parry, juggle enemy, combo mad DMC style, all super smooth and responsive. Every powerup you take in the game is meant to be used in combat, the limit here is the creativity. 

But the cake goes to bossfights, those are truly amazing. All of them with clear phases, attack patterns, strengths and weaknesses. If there is one reason to play again this game, those are one alone.

All in all, a truly solid game, and an hope for a revival of a franchise that shaped gaming.Read More"
367,"10MartinziJan 19, 2024It literally crashed twice the first 20 minutes on my ps5. I stopped playing for an hour and then I tried it again. It didn't fix the issue. I'll ask for a refund"
368,"10BellsPoinJan 19, 2024I was hyped af for this... First hour in, I counted 7 bugs that made my experience way worse. They dragged me out of the immersion, imagine if I'd play for more,the amount of bugs I would experience. definitely not happy."
369,"2Igl00ManJan 19, 2024I really wanted to give this game a fair shake, as the GameCube era Prince of Persia games are some of my favourites, but the demo did not impress me in the slightest. I was hopeful when learning that the same team that worked on the recent Rayman games worked on Lost Crown, and while I can appreciate the return to 2D platforming, there are vastly better Metroidvanias that you could be playing, and a good chunk of them decades older than Lost Crown. Combat was monotonous, and that's not something that should have in a Metroidvania. While stylized, the graphics didn't wow me. Ubisoft had a good idea here, but it needed more time in the oven to properly deliver on its ideas. If you have to play this game, wait for a heavy discount, or for it to appear on a subscription service like PS Plus.Read More"
370,"9Sa6o90Jan 19, 2024I'm not a fan of Ubisoft, and in general, I don't play their games. I was highly skeptical about this one, but still decided to give it a shot, especially after seeing that it falls into the metroidvania genre.

Well, I was pleasantly surprised. The game is not just good; it's actually fantastic. The world is very well-crafted with diverse biomes. Drawing inspiration from many popular metroidvania games, it adds some pretty interesting mechanics.

The combat, unlike its competitors, is well thought out here. You have the opportunity to learn numerous different combos that you can later use in your battles.

I would definitely say that this time Ubisoft didn't disappoint me.

Why not 10/10, just because of this Denuvo garbage.
It's really annoying that single player games can't be played offline.
Denuvo is really big counter to my Steam Deck, which I love to use while travel without having Internet access.
Also, I think a price of around 50 euros for a 2D game is a bit high. The actual game price is around 30-35 euros max. So, I recommend waiting for a discount.Read More"
371,"10UbimaniacJan 19, 2024I love you Ubisoft but I should learn my lesson with cyberpunk. I put my trust in you and I pre-ordered. Seems like I shouldn't. The game is incredibly buggy"
372,"10XsoulseaterJan 19, 2024Amazing game from start to finish, the gamefeel is amazing, even though there are still some things to hotfix, never felt this engaged in a game for quite some time especially from Ubisoft, we need to send a message so they do more of this kind of stuff."
373,"10RafaeloUsiJan 19, 2024There was a serious bag where I couldn't move my character even after restarting the game. I'm stuck and I don't know what to do."
374,"10KezzaxJan 19, 2024Really enjoyed playing the game. The gameplay is just perfection. Definitely GOTY"
375,"10JimiRokaJan 19, 2024Nice game, nice design, nice music good job I bought physical edition !!! Fun game"
376,"10lordpersianJan 19, 2024Masterpiece, Must Play For Everyone
Great Job Ubisoft!

Can't Wait For More"
377,"10abdreJan 19, 2024Great new beginning for POP as a metroidvania. It's one of the best out there!"
378,"9RafaelSanchisJan 19, 2024Juego muy entretenido para pasar unas buenas horas, costoso para ser un juego 2D"
